"key","en",,,"ch","jp","ko","fr","sp","ge","br","ru",,"portrait_animator"
"moveIn_generic_1","De onde veio tanta roupa suja?!","65","8","这些衣服到底是从哪冒出来的？！","なんでこんなに洗たく物があるの？！","빨래가 왜 자꾸 생기는 거지?!","Mais c'est quoi tout ce <nobr>linge ?</nobr>",,"Wo kommen diese Wäscheberge her?!","De onde veio tanta roupa suja?!","Откуда берется столько стирки?!",,
"moveIn_generic_2","Preciso colocar os pratos na lava-louças.","65","9","得把脏盘子放进洗碗机。","食洗機に食器を入れないとな。","식기 세척기에 접시들을 놔야겠어.","Il faut que je débarrasse et que je remplisse le lave-vaisselle.",,"Ich muss das Geschirr in die Spülmaschine räumen.","Preciso colocar os pratos na lava-louças.","Мне нужно сложить посуду в посудомойку.",,
"moveIn_generic_3","Que lindo dia para estar em casa.","65","7","待在家里的日子，真好。","家にいるにはこれ以上ない日だね。","집에서 시간을 보내기에, 이만한 날도 없네.","Une bien belle journée pour rester chez soi.",,"Was für ein schöner Tag für Zeit zu Hause.","Que lindo dia para estar em casa.","Как приятно провести день дома!",,
"moveIn_generic_4","Ei, onde está o controle remoto? Ah, esquece, achei.","65","9","咦，遥控器去哪了？哦，找到了。","ねえ、リモコン見た？ あっごめん、あった。","저기, 리모컨 어딨어? 아 아니야, 찾았어.","Où est passée la <nobr>télécommande ?</nobr> <nobr>Ah !</nobr> C'est bon, je l'ai.",,"He, wo ist die Fernbedienung? Ah, da ist sie ja.","Ei, onde está o controle remoto? Ah, esquece, achei.","Эй, а где пульт? О, нашелся.",,
"moveIn_generic_5","Eu realmente preciso arrumar essa gaveta de trecos.","65","8","我该整理一下杂物抽屉了。","小物を入れてる引き出し、いい加減整理しないと。","진짜로 잡동사니 서랍을 정리해야겠네.","Il faut vraiment que je range ce tiroir plein de bric-à-brac.",,"Ich muss echt die Krimskrams-Schublade aufräumen.","Eu realmente preciso arrumar essa gaveta de trecos.","Мне давно пора разобрать ящик с хламом.",,
"moveIn_generic_6","Chega de TV por hoje.","65","5","今天电视看到这就够了。","今日はもう、テレビはいいかな。","오늘은 TV를 그만 봐야겠어.","Bon, assez perdu de temps à regarder la télé pour aujourd'hui.",,"Das war genug Fernsehen für heute.","Chega de TV por hoje.","Хватит на сегодня телевизора.",,
"moveIn_generic_7","Que dia gostoso.","65","4","今天过得真舒服。","リラックスした1日だ。","정말 편안한 하루야.","Quelle agréable <nobr>journée !</nobr>",,"Was für ein gemütlicher Tag.","Que dia gostoso.","Какой уютный день!",,
"moveIn_generic_8","Que. Cansaço. Absurdo.","65","4","我……真的……好累。","すっ。ごい。つか。れた。","나는. 정말. 피곤해.","Je suis à bout de forces.",,"Ich. Bin. So. Müde.","Que. Cansaço. Absurdo.","У меня. Нет. Сил.",,
"moveIn_generic_9","Vamos acordar cedo um dia para ver o céu nascer?","65","10","哪天早起一起看日出吧。","今度、早起きして日の出を見に行こうよ。","다음에는 일찍 일어나서 해가 뜨는 걸 보러가자.","On devrait mettre un réveil pour profiter du lever de soleil ensemble, un de ces jours.",,"Lass uns früh aufstehen und den Sonnenaufgang genießen.","Vamos acordar cedo um dia para ver o céu nascer?","Давай как-нибудь проснемся пораньше и пойдем смотреть рассвет.",,
"moveIn_generic_10","Viu minhas chaves? Ah, deixa, já achei!","65","10","你有看到我的钥匙吗？啊，我找到了！","カギ、見てない？ あー、あったわ！","내 열쇠 봤어? 아, 찾았어!","Tu sais où sont mes <nobr>clés ?</nobr> J'ai rien dit, elles sont <nobr>là !</nobr>",,"Hast du meine Schlüssel gesehen? Ah, da sind sie ja!","Viu minhas chaves? Ah, deixa, já achei!","Куда подевались ключи? Ой, вот же они!",,
"moveIn_generic_11","Acho que vou começar um hobby. Vou dar uma olhada no Alfiterest.","65","15","我想培养个新兴趣，去网上找点灵感。","何か、ハンドメイドをしようと思ってるんだ。タックレストでいいのを探してみる。","취미를 좀 가질까 봐. 퐁터레스트에서 영감을 좀 받아보실까.","J'ai envie de faire quelque chose de mes mains. Je vais aller voir en ligne si je trouve l'inspiration.",,"Hm, ich sollte mir ein Hobby zulegen. Mal sehen, zu was mich das Internet inspiriert.","Acho que vou começar um hobby. Vou dar uma olhada no Alfiterest.","Я хочу заняться рукоделием. Поищу вдохновения на Tackrest.",,
"moveIn_generic_12","Vou tentar ficar menos tempo no telefone.","65","11","我要少刷点手机了。","スマホを見てる時間を減らすことにするよ。","휴대폰 사용 시간을 줄여볼려고 해.","C'est décidé, je vais passer moins de temps sur mon téléphone.",,"Ich werde meine Bildschirmzeit reduzieren.","Vou tentar ficar menos tempo no telefone.","Я планирую меньше сидеть в телефоне.",,
"moveIn_generic_13","Para onde foram as toalhas?!","65","4","毛巾去哪了？！","タオルはどこ？！","수건 어디있어?!","Mais où sont les <nobr>serviettes ?</nobr>",,"Wo sind die Handtücher?!","Para onde foram as toalhas?!","Где полотенца?!",,
"moveIn_generic_14","Eu amo nossa vida aqui.","65","5","我很喜欢我们现在的生活。","ここでの2人の生活が大好きだなあ。","이곳에서 보내는 우리 삶이 너무 좋아.","J'adore notre vie ici.",,"Ich liebe es, hier mit dir zu wohnen.","Eu amo nossa vida aqui.","Я в восторге от нашей здешней жизни!",,
"moveIn_generic_15","Vamos ver o que tem na TV?","65","8","来看看电视在播什么吧。","テレビで何やってるか、見てみようよ。","TV에 뭐가 나올 지 한번 봐볼까?","On regarde la <nobr>télé ?</nobr>",,"Wollen wir mal schauen, was im Fernsehen läuft?","Vamos ver o que tem na TV?","Как насчет посмотреть телевизор?",,
"moveIn_generic_16","Esse dia está sendo perfeito.","65","7","今天真是美好的一天。","今日はすごく素敵な1日だったな。","오늘 참 멋진 하루였어.","J'ai passé une superbe journée.",,"Das war so ein schöner Tag.","Esse dia está sendo perfeito.","Чудесный получился денек!",,
"moveIn_generic_17","Será que precisamos de decorações novas?","65","7","要不要换点新的装饰画？","新しいインテリアでも買おうか？","예술 작품을 좀 들여놓을까?","On devrait acheter de nouvelles œuvres, pour décorer.",,"Vielleicht brauchen wir ein paar neue Kunstwerke?","Será que precisamos de decorações novas?","Может, нам пора повесить новые картины?",,
"moveIn_generic_18","Nossa casa é tão bonitinha.","65","5","我们的家真的很可爱。","2人の空間、すごくかわいいな。","우리만의 장소가 정말 사랑스러워.","Notre maison est trop mignonne.",,"Wir haben es hier echt hübsch.","Nossa casa é tão bonitinha.","У нас получилось уютное гнездышко.",,
"moveIn_generic_19","Vamos deixar esse lugar com a nossa cara.","65","5","把这里打造成真正属于我们的空间吧。","自分たちのための、特別な空間にしよう。","이 공간을, 우리만을 위한 공간으로 만들자.","On va faire en sorte que cet endroit soit à notre image.",,"Lass uns das hier zu unserem Zuhause machen.","Vamos deixar esse lugar com a nossa cara.","Давай сделаем это место нашим.",,
"moveIn_generic_20","Eu nunca pensei que poderia ser feliz assim.","65","10","我从没想过，自己竟然可以这么幸福。","こんなに幸せになれるなんて、思いもしなかった。","내가 이렇게까지 행복해질 수 있다니, 상상도 못했어.","J'aurais jamais pensé ressentir un tel bonheur.",,"Ich hätte nie gedacht, dass ich mal so glücklich werde.","Eu nunca pensei que poderia ser feliz assim.","Даже не верится, что такое счастье возможно.",,
,,,,,,,,,,,,,
"MOVE IN GENERIC","MOVER EM GENÉRICO",,,,,,,,,,,,
,,,,,,,,,,,,,
"moveIn_morning_1","Bom dia, meu amor.","65","4","早安，亲爱的。","おはよう、愛しい人。","내 사랑, 좋은 아침이야.","Bonjour, mon amour.",,"Guten Morgen, mein Herz.","Bom dia, meu amor.","Доброе утро, любовь моя.",,
"moveIn_morning_2","O que será que o dia nos reserva?","65","9","不知道今天会发生什么好事呢？","今日はどんな1日になるんだろうね？","오늘은 어떤 일이 우리를 기다리고 있을까?","Je me demande ce que cette journée nous réserve.",,"Was uns heute wohl erwarten mag?","O que será que o dia nos reserva?","Интересно, что готовит нам сегодняшний день.",,
"moveIn_morning_3","O que vamos comer de café da manhã?","65","6","早餐要吃什么好呢？","朝ご飯は何にしようか？","아침은 뭘로 할까?","Qu'est-ce qui te fait envie pour le <nobr>petit-déjeuner ?</nobr>",,"Was wollen wir frühstücken?","O que vamos comer de café da manhã?","Что будем на завтрак?",,
"moveIn_morning_4","Podemos ficar na cama o dia todo?","65","7","今天能不能一整天都赖在床上？","今日はずっとベッドにいることにしない？","하루 종일 침대에서 나오지 말까?","Et si on restait au lit toute la <nobr>journée ?</nobr>",,"Können wir den ganzen Tag im Bett bleiben?","Podemos ficar na cama o dia todo?","Может, проваляемся весь день в постели?",,
"moveIn_morning_5","Começando bem um dia com um abraço seu.","65","10","用你的一个拥抱，开启完美的一天。","1日の始まりは、やっぱりハグされないとね。","너를 껴안아서 하루를 기분 좋게 시작할래.","Rien de tel que tes câlins pour commencer la journée du bon pied.",,"Eine Umarmung von dir ist der richtige Start in den Tag.","Começando bem um dia com um abraço seu.","Твои объятья — лучшее начало дня.",,
,,,,,,,,,,,,,
"moveIn_afternoon_1","Nossa, já deu fome, queria almoçar.","65","7","呼……我已经开始想吃午饭了。","ふう、ランチの時間かな。","휴, 슬슬 점심을 먹어볼까.","Ouh, j'ai l'estomac qui gargouille.",,"Hmm, ich könnte einen Mittagssnack vertragen.","Nossa, já deu fome, queria almoçar.","Фух, неплохо бы пообедать.",,
"moveIn_afternoon_2","Metade do dia já se foi.","65","4","一天已经过了一半了。","今日が半分すぎたね。","벌써 반나절이 지났네.","On est déjà à la mi-journée.",,"Der Tag ist schon halb vorbei.","Metade do dia já se foi.","Полдня уже прошло.",,
"moveIn_afternoon_3","Vontade de tirar uma soneca…","65","6","真想小睡一下。","昼寝したいかも。","낮잠을 잘까.","Je ferais bien une sieste.",,"Ich könnte ein Nickerchen vertragen.","Vontade de tirar uma soneca…","Я не прочь вздремнуть.",,
"moveIn_afternoon_4","Preciso cuidar do jardim antes que escureça demais.","65","10","得在天黑前把杂草处理掉。","暗くなる前に雑草を抜いておかなきゃ。","너무 어두워지기 전에, 저 잡초들을 좀 뽑아야겠어.","Je ferais mieux de m'attaquer à ces mauvaises herbes tant qu'il fait encore jour.",,"Ich sollte mich um das Unkraut kümmern, bevor es dunkel wird.","Preciso cuidar do jardim antes que escureça demais.","Нужно прополоть сорняки, пока не стемнело.",,
"moveIn_afternoon_5","A luz do sol da tarde entrando aqui é maravilhosa.","65","8","下午的阳光真美。","午後になって光が出てきて、本当に素敵。","오후의 햇살이 너무 멋진데.","Quelle belle luminosité, cet <nobr>après-midi !</nobr>",,"Dieses Nachmittagslicht sieht wunderschön aus.","A luz do sol da tarde entrando aqui é maravilhosa.","Какой сегодня ясный вечер!",,
,,,,,,,,,,,,,
"moveIn_night_1","O que vamos jantar?","65","3","今晚吃什么？","今日の夕ご飯は何？","저녁으로는 뭘 먹을까?","Qu'est-ce qu'on va manger, ce <nobr>soir ?</nobr>",,"Was gibt’s zum Abendessen?","O que vamos jantar?","Что на ужин?",,
"moveIn_night_2","Lá se foi o dia! E amanhã teremos um novo.","65","6","今天结束啦，明天又是新的一天。","今日が終わった！ 明日また、新しい1日が始まるね。","하루가 끝났어! 내일은 또 다른 하루가 기다리고 있겠지.","Et une journée de plus de <nobr>terminée !</nobr> On remet ça demain.",,"Dieser Tag ist vorbei! Morgen erwartet uns ein neuer.","Lá se foi o dia! E amanhã teremos um novo.","Вот и день прошел! Завтра будет новый.",,
"moveIn_night_3","Ah, olha só as estrelas!","65","7","哇，快看星星，好漂亮！","わあ、星空を見てよ！","오우, 저기 별들을 좀 봐봐!","<nobr>Oooh !</nobr> Les étoiles sont <nobr>magnifiques !</nobr>",,"Oh, sieh dir diesen Sternenhimmel an!","Ah, olha só as estrelas!","Ого, ты только посмотри на эти звезды!",,
"moveIn_night_4","O pôr do sol de hoje foi lindo.","65","5","今晚的日落真美。","今日の夕陽はすごくキレイだったね。","오늘 밤 노을은 정말 아름답네.","On a eu droit à un superbe coucher de soleil.",,"Das war ein schöner Sonnenuntergang.","O pôr do sol de hoje foi lindo.","Сегодня был необычайно красивый закат.",,
"moveIn_night_5","Vou ler até cair no sono. Boa noite.","65","9","我要看书看到睡着为止，晚安。","寝落ちするまで読書するか。おやすみ。","기절할 때까지 책을 읽어야겠어. 잘 자.","Bon, je vais lire jusqu'à tomber de sommeil. Bonne nuit.",,"Ich lese noch ein bisschen, bis ich einschlafe. Gute Nacht.","Vou ler até cair no sono. Boa noite.","Я почитаю, пока не усну. Спокойной ночи.",,
,,,,,,,,,,,,,
"WEATHER GENERIC","TEMPO GENÉRICO",,,,,,,,,,,,
,,,,,,,,,,,,,
"weather_rain_1","Parece que vai chover. Que surpresa.","65","9","看样子要下雨了，真是“太意外了”。","雨が降りそうだね。いつも通りだ。","비가 오려나 본데. 놀랄 일도 아니지.","On dirait qu'il va pleuvoir. Encore.",,"Sieht nach Regen aus. Was für eine Überraschung.","Parece que vai chover. Que surpresa.","Кажется, дождь собирается. Неожиданно.",,
"weather_rain_2","Chuva? De novo?! Nossa, isso NUNCA acontece!","65","6","又下雨？不会吧，这种奇迹还没看够吗？","雨？ また？！ 次から次へと、不思議だよ。","또 비가 와?! 아이고 지겨워라.","Encore de la <nobr>pluie ?</nobr> Quelle <nobr>surprise… !</nobr>",,"Regen? Schon wieder?! Nehmen die Wunder je ein Ende?","Chuva? De novo?! Nossa, isso NUNCA acontece!","Дождь? Опять?! Что за чудеса?",,
"weather_rain_3","Não vai precisar regar as flores hoje, hein? Haha!","65","9","今天不用给花浇水了吧？哈哈。","今日は花に水やりしなくてもいいよね？ へっへ！","오늘은 꽃에 물 줄 필요 없겠네!","Pas besoin de sortir l'arrosoir, aujourd'hui. Hé <nobr>hé !</nobr>",,"Heute müssen wir nicht die Blumen gießen, was? Ha!","Não vai precisar regar as flores hoje, hein? Haha!","Цветы сегодня поливать не нужно, ха-ха!",,
"weather_rain_4","Não vou desperdiçar esse momento, vou pegar meu livro.","65","9","这种时刻不能浪费，我要去拿本书。","この瞬間をムダにはしない。本を取ってくるよ。","이 순간을 헛되이 보낼 수는 없지. 책이나 읽어야겠어.","Le temps est parfait pour se poser avec un livre. Je vais saisir cette <nobr>occasion !</nobr>",,"Ich vergeude diesen Moment nicht. Ich hole mir mein Buch.","Não vou desperdiçar esse momento, vou pegar meu livro.","Нельзя упускать такой момент, пойду за книжкой.",,
"weather_rain_5","Eu amo o barulho da chuva.","65","7","我超喜欢雨声。","雨の音って大好き！","난 빗소리가 참 좋더라!","J'adore le bruit de la <nobr>pluie !</nobr>",,"Ich liebe es, dem Regen zuzuhören!","Eu amo o barulho da chuva.","Обожаю звук дождя!",,
,,,,,,,,,,,,,
"weather_sun_1","Que lindo dia lá fora!","65","5","外面天气也太好了吧。","外はすっごくいい天気だよ！","오늘 날씨가 너무 좋은데!","Quelle journée <nobr>magnifique !</nobr>",,"Was für ein wunderschöner Tag da draußen!","Que lindo dia lá fora!","Какая фантастическая погода!",,
"weather_sun_2","Espero que não esteja muito quente hoje.","65","7","希望今天别热过头。","今日は暑すぎないといいけど。","오늘 너무 덥지만 않으면 좋겠다.","J'espère que la température va rester raisonnable.",,"Hoffentlich ist es heute nicht zu heiß.","Espero que não esteja muito quente hoje.","Надеюсь, сегодня не слишком жарко.",,
"weather_sun_3","Tudo parece tão lindo lá fora.","65","6","外面的一切看起来都好舒服。","今日の外は何もかも素敵だよ。","바깥의 모든 것이 너무 아름다워 보여.","Tout est tellement beau <nobr>dehors !</nobr>",,"Alles da draußen sieht so schön aus.","Tudo parece tão lindo lá fora.","День сегодня погожий.",,
"weather_sun_4","Acho que vou aproveitar o sol e dar uma caminhada.","65","10","这种大晴天，好想去走走。","日が出てるし、ハイキングでもしたいな。","햇볕이 쨍쨍한 오늘 같은 날에는, 등산이라도 가야겠는 걸.","Ce beau soleil me donne envie de partir en randonnée.",,"An so einem sonnigen Tag würde ich gerne wandern.","Acho que vou aproveitar o sol e dar uma caminhada.","В солнечный день меня тянет на прогулку.",,
"weather_sun_5","Não achei que o dia ia ser tão bonito assim.","65","10","今天好看到让我有点措手不及。","こんなにいい天気になるって分かってたら、何か考えたのになあ。","오늘 하루가 이렇게 멋질 거라고는 생각도 안했어.","Je m'attendais pas à ce qu'il fasse aussi beau.",,"Ich war gar nicht bereit für so einen schönen Tag.","Não achei que o dia ia ser tão bonito assim.","Такая погода — подарок судьбы!",,
,,,,,,,,,,,,,
"weather_snow_1","Brrr! Preciso do meu casaco grosso.","65","6","啊！得把羽绒服找出来了。","ううう！ 雪の日用の上着を出してこなきゃ！","덜덜! 패딩을 가져와야겠어!","<nobr>Brrr !</nobr> Je sors pas sans ma <nobr>doudoune !</nobr>",,"Brrr! Ich brauche meine Winterjacke!","Brrr! Preciso do meu casaco grosso.","Бр-р-р… Мне нужна зимняя куртка!",,
"weather_snow_2","Por que será que fica tão silencioso quando neva?","65","8","下雪的时候怎么会这么安静？","雪が降ってるときって、どうしてこんなに静かなんだろうね？","눈이 내리면, 왜 이렇게 고요할까?","C'est fou comme c'est silencieux, quand il y a de la neige.",,"Warum ist es so still, wenn Schnee liegt?","Por que será que fica tão silencioso quando neva?","Почему, когда снег, всегда так тихо?",,
"weather_snow_3","Desde que eu esteja aqui dentro e a neve fique lá fora, tudo bem.","65","14","只要我在屋里，雪在屋外，就一切都好。","自分は屋内で、雪は屋外なら、問題ないよ。","나는 집 안에 눈은 집 밖에 있는 한, 걱정 하나도 없지.","Tant que je suis en intérieur, la neige me dérange pas.",,"Solange ich drinnen bin und der Schnee draußen ist, geht es mir gut.","Desde que eu esteja aqui dentro e a neve fique lá fora, tudo bem.","Снег снаружи — я внутри. Так меня устраивает.",,
"weather_snow_4","Nada vence um chá, um livro e um dia de neve lá fora.","65","11","只要我在屋里，雪在屋外，就一切都好。","雪の日に、お茶と本を片手にすごす時間は何よりもいいよね。","따뜻한 차 한 잔, 책 한권, 그리고 창 밖의 눈보다 나은 건 없지.","Du thé, un bon livre et de la neige. Que demander de <nobr>plus ?</nobr>",,"Wenn draußen Schnee liegt, gibt’s nichts Schöneres als eine Tasse Tee und ein gutes Buch.","Nada vence um chá, um livro e um dia de neve lá fora.","Что может быть лучше чая, книги и снега за окном?",,
"weather_snow_5","Agora tá tão gostosinho e aconchegante.","65","6","现在真的太惬意了。","今、すっごくリラックスした気分。","지금 굉장히 안락해.","Qu'est-ce qu'on est bien, <nobr>là !</nobr>",,"Das fühlt sich gerade so gemütlich an.","Agora tá tão gostosinho e aconchegante.","Как же сейчас уютно!",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"HOME REPAIR","REPARO DOMÉSTICO",,,,,,,,,,,,
,,,,,,,,,,,,,
"home_repair_1","A pia tá pingando. Vou procurar um vídeo para ver como arrumar.","65","13","水龙头在漏水……我去找个教程看看怎么修。","蛇口が水漏れしてるみたいだから、修理しないと。動画を探してみるよ。","수도가 새는 것 같은데. 수리 영상을 찾아봐야지.","Le robinet fuit. Je vais chercher un tuto pour le réparer.",,"Der Wasserhahn tropft. Ich schau mir mal ein Reparatur-Tutorial an.","A pia tá pingando. Vou procurar um vídeo para ver como arrumar.","Кран протекает. Найду видео, как его починить.",,
"home_repair_2","A gente tem massa corrida? Quero tapar uns buracos na parede.","65","15","家里还有腻子吗？墙上有几个洞得补一补。","壁用のパテってあったっけ？ いくつか穴が開いてるから、埋めときたくて。","퍼티 좀 있어? 벽에 난 구멍을 메우고 싶은데.","On a du <nobr>mastic ?</nobr> Je veux reboucher des trous dans les murs.",,"Haben wir Kitt? Ich will ein paar Löcher in den Wänden zuspachteln.","A gente tem massa corrida? Quero tapar uns buracos na parede.","У нас есть шпаклевка? Хочу замазать щели в стенах.",,
"home_repair_3","Temos que arrumar a vedação dessa porta.","65","9","这扇门的密封条得修一下了。","このドア、パッキンを直さないと。","문풍지를 고쳐야겠어.","Il faut changer le joint de cette porte.",,"Diese Türdichtung muss repariert werden.","Temos que arrumar a vedação dessa porta.","Замок на дверях нужно починить.",,
"home_repair_4","Não consigo abrir a janela! Vou pegar o VF-50.","65","11","这窗户怎么都打不开……我去拿点VF-50喷剂。","窓が開かないよ！ 潤滑剤のスプレーを持ってこよう。","문이 안열려! WG-50 을 가져와야겠어.","Pas moyen d'ouvrir cette <nobr>fenêtre !</nobr> Je vais chercher du dégrippant.",,"Dieses Fenster klemmt! Aber nicht mehr lange. Ich hole das WC-50.","Não consigo abrir a janela! Vou pegar o VF-50.","Окно не открывается, схожу за смазкой.",,
"home_repair_5","Fecha a porta! O vaso tá vazando! Há! Vou mexer na descarga.","65","11","快关门！马桶一直在进水！哈哈，我晃一下把手就好。","ドアを閉めて！ トイレの水が止まらなくて！ はは！ レバーをいじってみるね。","문 닫아! 변기 물이 멈추지를 않네! 변기 손잡이를 눌러봐야겠어.","Ferme la <nobr>porte !</nobr> La chasse d'eau <nobr>fuit !</nobr> Je vais secouer un peu la poignée.",,"Tür zu! Die Klospülung läuft die ganze Zeit! Ha! Ich rüttle mal am Spülhebel.","Fecha a porta! O vaso tá vazando! Há! Vou mexer na descarga.","Закрой дверь! В туалете бачок течет. Ха! Я посмотрю, что можно сделать.",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"101_URIEL","101_URIEL",,,,,,,,,,,,
,,,,,,,,,,,,,
"101_URIEL_ROMANTIC","101_URIEL_ROMANTICO",,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_romantic_decline","Desculpa, não penso em você dessa forma agora.","245","11","抱歉……我现在对你还没有那种感觉。","すまない。君のこと、今はそういう風には見れないんだ。","미안. 지금 네게 그런 감정은 없어.","Désolé, mais tes sentiments ne sont pas réciproques.",,"Tut mir leid. Ich erwidere diese Gefühle gerade nicht.","Desculpa, não penso em você dessa forma agora.","Прости, я не испытываю к тебе чувств.",,"worried"
"Uriel_romantic_accept","Nossa, (playername), eu… Eu também gosto de você. Mais do que gosto de filé mignon, e isso é muita coisa.","245","20","哇，(playername)……我、我也是喜欢你的。甚至比我最爱的厚切牛排还要多，那可是很高的评价了。","おお、(playername)、わ… 私も、君が好きだよ。ポーターハウスのステーキより… つまり、かなりだ。","와우, (playername), 나 . . . 나도 너를 좋아해. 최상급 T 본 포터하우스 스테이크보다 더. 이건 정말 대단한 거라고.","<nobr>Incroyable… !</nobr> Toi aussi, tu me plais, (playername). Plus qu'un bon bifteck, et je dis pas ça à la légère.",,"Wow, (playername), <nobr>ich …</nobr> Ich mag dich auch. Sogar noch mehr als ein Porterhouse-Steak, und das will echt was heißen.","Nossa, (playername), eu… Eu também gosto de você. Mais do que gosto de filé mignon, e isso é muita coisa.","Ого, (playername), я… Ты мне тоже нравишься. Больше, чем стейк «Портерхаус», а это серьезная заявка.",,
,,,,,,,,,,,,,
"Uriel_romantic_like_location","Ah, eu sempre quis ir lá! É um lugar maravilhoso pra aproveitar sua companhia.","245","16","哦，我一直很想去那儿！和你一起待在那种地方，听起来就很棒。","おお、前から行きたいと思っていたんだよ！ 君との時間を楽しむのに、うってつけの場所だ。","오우, 항상 거기에 가 보고 싶었어! 그런 멋진 장소에서 함께 시간을 보내다니, 정말 좋은걸.","J'ai toujours voulu y <nobr>aller !</nobr> C'est l'endroit idéal pour passer du temps ensemble.",,"Oh, da wollte ich immer schon mal hin! So ein schöner Ort für ein Treffen mit dir.","Ah, eu sempre quis ir lá! É um lugar maravilhoso pra aproveitar sua companhia.","Я всегда мечтал туда пойти! Прекрасное место, да еще и в прекрасной компании.",,
"Uriel_romantic_neutral_location","Vivo aqui há tempo e nunca fui lá. Vamos, claro.","245","12","我来这里这么久还没去过……那就去吧。","この町に長くいる私でも、行ったことがないところだな。いいね、行ってみよう。","여기 사는 동안, 거기는 한번도 안 가봤어. 좋을 것 같아.","J'y suis encore jamais allé. Ça me va.",,"Ich wohne hier schon so lange, aber dort war ich noch nie. Meinetwegen.","Vivo aqui há tempo e nunca fui lá. Vamos, claro.","Сколько здесь живу, а туда ни разу не выбрался. Пойдем.",,
"Uriel_romantic_dislike_location","Ah, hmmm… não é bem um lugar que eu gostaria de levar alguém em um encontro, mas tudo bem.","245","18","呃……老实说，这地方不太像我会带人约会的地方……不过，好吧。","ああ、うーん、あまり… 私自身がデートに選ぶような場所ではないが、構わないよ。","아, 으음, 데이트 장소로는 . . . 좀 그렇긴한데, 그래도 괜찮아.","Euh… je sais pas si c'est le meilleur endroit pour un rencard, mais d'accord.",,"Ah, ähm, nicht wirklich ein Ort, den ich für ein Date wählen würde, aber okay.","Ah, hmmm… não é bem um lugar que eu gostaria de levar alguém em um encontro, mas tudo bem.","Эм-м-м… не лучшее место для свиданий, как по мне, но пусть будет по-твоему.",,"worried"
