"key","en",,,"ch","jp","ko","fr","sp","ge","br","ru",,"portrait_animator"
"Uriel_interaction_F2_SequoiaPicnic_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F3_Midsummer Feast",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F3_MidsummerFeast_1",,"245",,,,,,,,,,,
"Uriel_interaction_F3_MidsummerFeast_2",,"245",,,,,,,,,,,
"Uriel_interaction_F3_MidsummerFeast_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F4_Beach Solstice",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F4_BeachSolstice_1","O Solstício da Praia celebra o dia mais longo do verão! Então pode se jogar e curtir esse dia tão longo!","245","18","海滩夏至日就是为了庆祝夏天最长的一天！今天随便怎么玩，只要开心就好！","夏至祭りは、1年でもっとも長い昼を祝うお祭りだ！ さあ、長い1日を思いっきり楽しもうじゃないか！","해변 하지 축제는, 여름의 가장 긴 날을 기념하는 날이야! 그러니 이 기나긴 태양을 마음껏 즐겨 보라고!","Le Solstice estival marque le jour le plus long de l'été, alors <nobr>profites-en !</nobr>",,"Mit der Strandsonnwende feiern wir den längsten Tag des Sommers. Also genieße diesen wunderbar langen Tag!","O Solstício da Praia celebra o dia mais longo do verão! Então pode se jogar e curtir esse dia tão longo!","«Пляжное солнцестояние» — это праздник в честь самого долгого дня лета! Советую насладиться солнцем как следует.",,
"Uriel_interaction_F4_BeachSolstice_2","Decidi aproveitar essa vista bonita na minha pausa pro almoço. Que dia lindo pra passear na praia.","245","18","我趁午休出来透透气，今儿个的海滩真是漂亮。","昼休みにブラブラしてみようと思ってね。今日は絶好のビーチ日和だよ。","점심 시간 동안 주변 경치를 감상하고 있어. 해변에서 하루를 보내기에는, 이만큼 아름다운 하루가 또 없지.","Je prends ma pause déjeuner en profitant de la vue. Le temps est idéal pour se dorer sur la <nobr>plage !</nobr>",,"Ich nutze meine Mittagspause, um die Aussicht zu genießen. Welch ein herrlicher Tag für einen Strandbesuch.","Decidi aproveitar essa vista bonita na minha pausa pro almoço. Que dia lindo pra passear na praia.","Перерыв на обед — самое время насладиться пейзажем. Как же приятно иногда сходить на пляж!",,
"Uriel_interaction_F4_BeachSolstice_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F5_Pumpkin Hunt",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F5_PumpkinHunt_1","Opa! Essa é a Caça à Abóbora de outono! Eu vou ajudar a Valentina na banquinha._Ela que comanda o show todo. O Aimé também ajuda, mas ele serve mais de músculo. Espero que se divirta!","245","30","你好！欢迎来到秋季南瓜狂欢赛活动现场！我在这儿帮瓦伦蒂娜看摊位。_活动是她在主持，艾梅也有帮忙，不过主要就是出点力气。祝你玩开心！","やあ！ 今日は秋のカボチャ狩りだよ！ これはヴァレンティーナが仕切っている祭りでな。_私は出店を手伝うことになっているんだが、エメも力仕事に駆り出されているんだ。君も楽しんでくれよ！","안녕! 가을 호박 사냥이 시작됐어! 나는 발렌티나를 도와서 가판대 운영을 돕고 있지._발렌티나는 행사를 진행하고 있어. 애메도 도와주고 있긴한데, 그 친구는 보통 근육으로 도와 주는 편이잖아. 그럼 재밌게 놀아!","<nobr>Salut !</nobr> Bienvenue à la Chasse aux citrouilles. J'aide Valentina avec son stand._C'est elle qui mène la danse. Enfin, Aimé lui donne un coup de main, mais seulement pour les tâches physiques. Profite <nobr>bien !</nobr>",,"Hey! Zeit für die herbstliche Kürbisjagd! Ich helfe Valentina, indem ich mich um den Stand kümmere._Sie organisiert das Ganze. Aimé hilft auch, aber hauptsächlich beim Schleppen. Viel Spaß!","Opa! Essa é a Caça à Abóbora de outono! Eu vou ajudar a Valentina na banquinha._Ela que comanda o show todo. O Aimé também ajuda, mas ele serve mais de músculo. Espero que se divirta!","Обожаю «Охоту за тыквами»! Решил помочь Валентине с ее киоском._Она тут главная. Эймэ тоже помогает, но в основном физически. Желаю приятно провести время!",,
"Uriel_interaction_F5_PumpkinHunt_2","Sabe, fiquei surpreso quando a Valentina me pediu pra ajudar na primeira Caça à Abóbora dela._A gente não se conhecia tão bem na época, então fiquei honrado. Acho que sou do tipo confiável! Fico feliz com isso.","245","38","第一年瓦伦蒂娜举办南瓜狂欢赛的时候找我搭把手，我当时还挺意外的。_我们那会儿其实不算熟，她却指名找我，我挺受宠若惊的，看来我还挺值得信赖的嘛，感觉不错！","ヴァレンティーナが初めてカボチャ狩りを開くことになったとき、協力してほしいと頼まれて驚いたものだよ。_そこまで親しい間柄でもなかったが、喜んで引き受けてね。頼りがいがあると思われたんなら、うれしい限りだよ！","발렌티나가 호박 사냥 행사를 처음 주최할 때, 나에게 도움을 요청했었어. 나는 깜짝 놀랐지._우리는 서로 잘 아는 편이 아니였거든. 그런데도 나를 선택해줘서 영광이었어. 내가 믿음직스럽나 봐! 기분이 좋네.","Quand Valentina m'a demandé de l'aide pour la première édition de la Chasse aux citrouilles, ça m'a plutôt étonné._On n'était pas très proches, j'étais donc honoré d'avoir été choisi. Ravi de savoir que les gens me font <nobr>confiance !</nobr>",,"Als Valentina die Kürbisjagd zum ersten Mal leitete und mich um Hilfe bat, war ich überrascht._Schließlich kannten wir uns damals noch nicht so gut. Ich fühlte mich von ihrem Vertrauen geehrt!","Sabe, fiquei surpreso quando a Valentina me pediu pra ajudar na primeira Caça à Abóbora dela._A gente não se conhecia tão bem na época, então fiquei honrado. Acho que sou do tipo confiável! Fico feliz com isso.","Помню, как Валентина попросила меня помочь с организацией самой первой «Охоты за тыквами». Какая неожиданность!_Я не слишком хорошо был с ней знаком, так что для меня это была большая честь. Видать, мне можно доверять!",,
"Uriel_interaction_F5_PumpkinHunt_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F6_Night of Spirits",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F6_NightOfSpirits_1","Boas-vindas à Noite dos Espíritos! Esse festival é mais assustador do que os outros, buuuu!","245","17","欢迎来到灵影之夜！这个庆典比其他几个……稍微更阴森一点点！","魂の祝宴を楽しんでるかい？ 他の祭りよりもちょっとこわ～～い雰囲気だろう！","영혼의 밤에 온 걸 환영해! 이번 축제는 다른 축제들보다 더 무우우우우우서울거야!","Bienvenue à la Nuit des <nobr>esprits !</nobr> Ce festival est un peu plus effroyable que les <nobr>autres !</nobr>",,"Willkommen in der Geisternacht! Dieses Fest ist etwas gruuuuuuseliger als die anderen!","Boas-vindas à Noite dos Espíritos! Esse festival é mais assustador do que os outros, buuuu!","Добро пожаловать на «Ночь духов»! Это наш самый стра-а-а-ашный праздник!",,"laugh"
"Uriel_interaction_F6_NightOfSpirits_2","Ver todos esses espíritos de animais… me faz pensar, mas aí eu continuo embalando os cortes de carne e sigo a vida.","245","34","看到这么多动物的灵魂……我、我会忍不住担心，不过收拾完要切的肉后，我也就继续忙别的了。","たくさんの動物の精霊を見ていると… 肉屋としては複雑な気持ちになるもんだがな… さっさと切り分けるとしよう…","동물 영혼들을 보고 있으면 . . . 음 . . . 조금 생각에 잠기게 되지만, 결국엔 손질하던 고깃덩이들을 포장하고, 다음 덩이로 넘어 가게 되더라고.","Quand je vois tous ces esprits d'animaux… à vrai dire, ça me fait réfléchir. Mais ensuite, je termine ma découpe et je passe à autre chose.",,"Wenn ich all diese Tiergeister sehe, <nobr>dann …</nobr> Dann macht mich das schon etwas nachdenklich. Aber dann packe ich die Fleischstücke ein, die ich zerlegt habe, und weiter geht’s.","Ver todos esses espíritos de animais… me faz pensar, mas aí eu continuo embalando os cortes de carne e sigo a vida.","Все эти духи животных… наводят меня на размышления. Но ненадолго, мясо-то само себя не продаст!",,
"Uriel_interaction_F6_NightOfSpirits_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F7_Cozy Treats Fair",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F7_CozyTreatsFair_1",,"245",,,,,,,,,,,
"Uriel_interaction_F7_CozyTreatsFair_2",,"245",,,,,,,,,,,
"Uriel_interaction_F7_CozyTreatsFair_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F8_Gingerbread House",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Uriel_interaction_F8_ChristmasGingerbread_1","Oi! Boas-vindas ao festival da casa de biscoito! A gente trabalha em equipe pra tentar construir uma casinha de biscoito de gengibre gigante._É muito divertido, espero que você participe!","245","30","你好！欢迎参加姜饼屋庆典！大家会分组合作，制作一座巨型姜饼屋。_特别好玩，你一定要来试试！","おっ！ お菓子の家作りに参加するのかい？ この祭りではチームを組んで巨大なお菓子の家を作るんだよ。_すごく楽しいぞ。君も挑戦してみるといい！","안녕! 진저브레드 하우스 축제에 온 걸 환영해! 여기서 사람들은 팀을 이뤄서, 진저브레드 조각들을 구워서, 거대한 진저브레드 하우스를 건설하지._정말 재밌으니까 한번 참가해봐!","###############################################################################################################################################################################################################################################################",,"Hey! Willkommen beim Lebkuchen-Wettbacken! Wir bilden Backteams und versuchen, ein riesiges Lebkuchenhaus zu bauen._Es macht richtig Spaß. Ich hoffe, du bäckst mit!","Oi! Boas-vindas ao festival da casa de biscoito! A gente trabalha em equipe pra tentar construir uma casinha de biscoito de gengibre gigante._É muito divertido, espero que você participe!","Привет! Добро пожаловать на праздник «Пряничного дома»! Делимся на команды и готовим здоровенный пряничный дом!_Обязательно попробуй, это очень весело!",,"laugh"
"Uriel_interaction_F5_ChristmasGingerbread_2","Ver todo mundo trabalhando junto assim aquece meu coração, sabe? Agora, com licença, tenho que deixar umas coisas com o Thelio.","245","25","看着大家一起动手，真让人心里头暖洋洋的。失陪了，我得给西利奥送材料。","みんなが助け合っている姿を見ると… 心が和むもんだ。おっと、もう行かないと。ティーリオのところに材料を届けることになってるんでね。","사람들이 함께 힘내는 걸 보면 . . . 가슴이 따뜻해져. 그럼 실례할게, 텔리오에게 공급품을 좀 갖다 줘야 하거든.","Ça me réchauffe le cœur de voir tout le monde se serrer les coudes, tu sais. Sur ce, excuse-moi, je dois aller livrer des ingrédients à Thélio.",,"Wenn alle <nobr>mithelfen …</nobr> Das ist ein herzerwärmender Anblick, weißt du? Und jetzt entschuldige mich, ich muss Thelio eine Lieferung bringen.","Ver todo mundo trabalhando junto assim aquece meu coração, sabe? Agora, com licença, tenho que deixar umas coisas com o Thelio.","Так приятно, что у нас такое сплоченное сообщество! Ладно, мне пора. Надо к Телио кое-какие товары отвезти.",,
"Uriel_interaction_F5_ChristmasGingerbread_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"102_ALOYS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"F1_Spring Harvest",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F1_SpringHarvest_1","E aí, (playername). Boas-vindas ao festival da Fazenda Takashi. O cheiro receptivo de fruta fresca é sempre um presente depois de passar do frio do inverno.","245","25","(playername)你好，欢迎来到隆志农场庆典。度过寒冬后，还能闻到这股新鲜水果的香味，真是舒服得不得了。","よお、(playername)。お前もタカシ・ファームの祭りに来てたのか。採れたての果物の香りってマジでいいよな。長い冬が終わったって感じでさ。","여어, (playername), 타카시 농장 축제에 잘 왔어. 추운 겨울을 보내고 맡는 상쾌한 과일 향기는 언제나 기분이 좋지.","Salut (playername), bienvenue au festival de la ferme Takashi. Perso, j'ai toujours kiffé l'odeur des fruits frais une fois l'hiver passé.",,"Moin (playername), willkommen bei der Frühlingsernte. Nachdem wir die Winterkälte überstanden haben, ist der Duft frischer Früchte immer wie Balsam für die Seele.","E aí, (playername). Boas-vindas ao festival da Fazenda Takashi. O cheiro receptivo de fruta fresca é sempre um presente depois de passar do frio do inverno.","Привет, (playername)! Добро пожаловать на фестиваль на ферме «Такаси». После холодной зимы самое приятное — это сладкий аромат свежих фруктов.",,
"Aloys_interaction_F1_SpringHarvest_2","Será que usam manipulação de células pra fazer esses tomates? São uma delícia, e suculentos demais!","245","16","我在想啊，隆志农场是不是用了什么细胞培育技术，才能种出这么好吃的番茄？这汁水多得夸张！","このトマトは細胞操作でもしてんのか？ 果汁たっぷりで、マジでうまいぜ！","이렇게 맛있는 토마토를 만들려면, 아마 세포 조작 기술 같은 게 필요할 것 같은데? 아주 즙이 철철넘쳐!","Je me demande s'ils ont utilisé la manipulation cellulaire pour rendre ces tomates aussi bonnes… Elles sont ultra <nobr>juteuses !</nobr>",,"Ob diesen leckeren Tomaten wohl eine Frischzellenkur verpasst wurde? Sie sind unglaublich saftig!","Será que usam manipulação de células pra fazer esses tomates? São uma delícia, e suculentos demais!","Какие здесь вкусные и сочные помидоры! Интересно, как они этого добились… Наверняка клеточной манипуляцией!",,"laugh"
"Aloys_interaction_F1_SpringHarvest_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F2_Seuqoia Picnic",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F2_SequoiaPicnic_1",,"245",,,,,,,,,,,
"Aloys_interaction_F2_SequoiaPicnic_2",,"245",,,,,,,,,,,
"Aloys_interaction_F2_SequoiaPicnic_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F3_Midsummer Feast",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F3_MidsummerFeast_1",,"245",,,,,,,,,,,
"Aloys_interaction_F3_MidsummerFeast_2",,"245",,,,,,,,,,,
"Aloys_interaction_F3_MidsummerFeast_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F4_Beach Solstice",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F4_BeachSolstice_1","Eu vou no Solstício da Praia desde garoto. É muito divertido, e ótimo pra criar memórias boas.","245","23","我从小就参加海滩夏至日，这地方特别容易留下回忆，怎么都玩不腻。","夏至祭りにはガキの頃から行ってるんだ。楽しい思い出を作るにはうってつけだぜ。","어렸을 때 해변 하지 축제에 갔던 적이 있어. 추억을 만들기에 이만한 시간과, 장소가 따로 없지.","Je suis souvent allé au Solstice estival quand j'étais gamin. C'est un endroit super cool pour se faire des souvenirs.",,"Ich habe die Strandsonnwende schon als kleiner Junge gefeiert. Es ist ein tolles Fest, um schöne Erinnerungen zu sammeln.","Eu vou no Solstício da Praia desde garoto. É muito divertido, e ótimo pra criar memórias boas.","Я на «Пляжное солнцестояние» с детства хожу! Столько приятных воспоминаний!",,
"Aloys_interaction_F4_BeachSolstice_2","Minha filosofia pessoal surgiu no Solstício da Praia: tenha a confiança de um homem enorme usando uma sunguinha minúscula e você vai longe.","245","26","我的人生信条就是在海滩夏至日悟出来的——只要敢像个大块头穿小泳裤那样自信，你也能成就许多意想不到的事。","オレは夏至祭りで生き方を学んだようなもんだ。大の男がパツパツの水着で堂々と歩いてんのを見たら、こっちまで何でもできそうな気になるぜ。","해변 하지 축제에서부터 내 인생 철학이 시작됐어. 꽉 낄 정도로 작은 트렁크 수영복을 입은 거구의 사나이 만큼의 자신감을 가진다면, 너도 뭔가 대단한 일을 이뤄낼 수 있을 거야.","Ma philosophie perso s'inspire du Solstice <nobr>estival :</nobr> si t'as l'assurance d'un homme bien enrobé dans un caleçon de bain XXS, rien n'est impossible.",,"Die Strandsonnwende hat mein persönliches Motto inspiriert: Du kannst alles erreichen, wenn du das Selbstbewusstsein eines großen Mannes mit kleiner Badehose hast!","Minha filosofia pessoal surgiu no Solstício da Praia: tenha a confiança de um homem enorme usando uma sunguinha minúscula e você vai longe.","Именно на «Пляжном солнцестоянии» у меня появилось жизненное кредо: уверенность в себе должна быть как у толстяка в плавках, тогда море по колено!",,
"Aloys_interaction_F4_BeachSolstice_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F5_Pumpkin Hunt",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F5_PumpkinHunt_1","A Caça à Abóbora era um dos meus eventos favoritos quando era pequeno. Correr por aí e juntar o máximo de abóboras possível… que tempo bom!","245","29","南瓜狂欢赛是我小时候最爱的活动之一。到处乱跑、拼命抢南瓜……唉，那个年代真美好啊。","ガキの頃はカボチャ狩りが大好きだったぜ。そこら中駆け回って、両手いっぱいにカボチャを抱えてたっけな… 懐かしいもんだ！","어렸을 적, 호박 사냥은 내가 가장 좋아하던 행사였어. 마구 뛰어다니면서, 가능한 한 많은 호박들을 모으는 거지 . . . 그 시절이 그립네!","Quand j'étais gamin, la Chasse aux citrouilles était l'un des meilleurs moments de l'année. Je kiffais courir dans tous les sens pour dégommer autant de citrouilles que possible.",,"Die Kürbisjagd war eins meiner Lieblingsfeste, als ich noch klein war. Herumrennen, möglichst viele Kürbisse <nobr>erbeuten …</nobr> Hach, das waren noch Zeiten!","A Caça à Abóbora era um dos meus eventos favoritos quando era pequeno. Correr por aí e juntar o máximo de abóboras possível… que tempo bom!","Я с детства обожаю «Охоту за тыквами»! Помню, бегал себе, тыквы собирал. Было же время…",,
"Aloys_interaction_F5_PumpkinHunt_2","Eu prefiro a primavera, mas amo quando a moda de outono chega. Você tem que combinar com o clima em volta, saca?","245","26","我倒是更喜欢春天，不过能换上秋季流行的颜色时，感觉也挺对味儿。季节都换了，人也得跟着入戏嘛。","オレは春のほうが好きだが… 秋色の服を着こなすのもサイコーだぜ。やっぱ季節に合わせてビシッとキメねえとな？","나는 봄을 좋아하는 사람이지만, 가을 색깔 옷들을 멋지게 차려입을 때가 정말 좋더라. 싸나이라면 가을을 좀 타줘야 되지 않겠어, 무슨 말인지 알지?","Perso, le printemps est ma saison préférée, mais je kiffe aussi les couleurs d'automne. Il faut s'adapter à l'ambiance, pas <nobr>vrai ?</nobr>",,"Ich bin ja ein Frühlingsfreund, aber ich liebe es, Kleidung in Herbstfarben zu tragen. Passend zur Stimmung, weißt du?","Eu prefiro a primavera, mas amo quando a moda de outono chega. Você tem que combinar com o clima em volta, saca?","Мне вообще весна нравится, но от осенних красок отказаться тоже не могу. Бывает же такое настроение, понимаешь?",,
"Aloys_interaction_F5_PumpkinHunt_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F6_Night of Spirits",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F6_NightOfSpirits_1","Essa festa me faz pensar sobre o que vem depois dessa vida. Se os animais podem andar por aí, pra onde a gente vai?","245","23","灵影之夜每年都挺让人感慨的。动物的灵魂都能到处走，那我们百年之后，会去哪儿呢？","こういう祭りがあると、死んだ後どうなるのか… って考えちまよな。動物たちが歩き回れるんなら、オレたち人間はどこに行くのか… とかさ。","영혼의 밤 동안 사후 세계에 대해서 진지하게 고민하게 돼. 동물들은 이렇게 우리 주위를 걸어다니는데, 우리, 인간들은 어디로 향하게 되는 걸까?","Cet événement me fait gamberger sur l'au-delà. Si les animaux peuvent revenir se balader parmi nous, alors où vont les <nobr>humains ?</nobr>",,"Dieses Fest regt wirklich zum Nachdenken darüber an, was nach dem Tod passiert. Wenn die Tiergeister noch hier wandeln können, wo gehen wir dann wohl hin?","Essa festa me faz pensar sobre o que vem depois dessa vida. Se os animais podem andar por aí, pra onde a gente vai?","Это событие наводит на размышления о жизни после смерти. Духи животных остаются с нами, а сами-то мы куда?",,"worried"
"Aloys_interaction_F6_NightOfSpirits_2","Por que será que ninguém criou uma linha de roupas baseada nesses espíritos?_Será que o Milo toparia fazer? Vou falar com ele sobre isso uma hora dessas.","245","33","我一直好奇，怎么没人做一套以灵体为灵感的服装系列？_说不定米洛能整点新花样，改天去跟他探个口风看看。","この精霊たちをデザインした服があってもよさそうなモンだよな？_マイロならノリノリで作りそうじゃねえか？ 今度、話してみるか。","왜 아무도 이 영혼들을 모티브로 한 옷을 만들지 않는 건지 모르겠어._마일로가 만들 생각이 있지 않을까? 마일로한테 한번 얘기 해봐야겠네.","Je me demande pourquoi personne ne s'est jamais inspiré des esprits pour concevoir des vêtements…_Peut-être que Milo serait partant pour une <nobr>collab ?</nobr> Je devrais lui en toucher un mot.",,"Warum hat noch niemand eine Modelinie kreiert, die von diesen Geistern inspiriert ist?_Ob Milo wohl Lust hätte, sich daran zu versuchen? Ich muss mal mit ihm darüber reden.","Por que será que ninguém criou uma linha de roupas baseada nesses espíritos?_Será que o Milo toparia fazer? Vou falar com ele sobre isso uma hora dessas.","Почему-то до сих пор никто не придумал линию одежды с духами._Может, Майло такая мысль заинтересует? Надо будет с ним обсудить.",,
"Aloys_interaction_F6_NightOfSpirits_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F7_Cozy Treats Fair",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F7_CozyTreatsFair_1",,"245",,,,,,,,,,,
"Aloys_interaction_F7_CozyTreatsFair_2",,"245",,,,,,,,,,,
"Aloys_interaction_F7_CozyTreatsFair_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
"F8_Gingerbread House",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Aloys_interaction_F8_ChristmasGingerbread_1","Vou te dar um conselho como veterano dos biscoitos de gengibre: não come as balas de goma._Meu dentista me ensinou o perigo delas anos atrás. Mas balas duras? Não têm problema.","245","27","身为老资历的姜饼屋选手，我给你点忠告：千万别吃软糖。_我牙医多年前就把我吓得不敢碰了，不过硬糖倒是还行，就当小零嘴吧。","お菓子の家作りの経験者として1つ忠告しておくぜ。シュガーグミは食うな。_オレもかなり前に歯医者に止められてよ。まあ、歯ごたえのあるグミはうまいけどな…","베테랑 진저브레드 맨에게서의 조언 하나. 껌 사탕은 먹지 않는 게 좋아._몇 년 전에, 치과의사가 그건 되도록이면 피하라고 가르쳐줬거든. 딱딱한 사탕은 괜찮다나봐.","Si tu veux l'avis d'un maestro du pain <nobr>d'épices :</nobr> évite les bonbons gélifiés._D'après mon dentiste, c'est la meilleure manière d'attraper des caries. Les bonbons durs, ça passe mieux.",,"Als erfahrener Lebkuchenfan gebe ich dir einen Rat: Finger weg von den Gummibonbons!_Mein Zahnarzt hat mir schon vor Jahren eingeschärft, dieses Zeug nicht zu essen. Andere Bonbons sind erlaubt.","Vou te dar um conselho como veterano dos biscoitos de gengibre: não come as balas de goma._Meu dentista me ensinou o perigo delas anos atrás. Mas balas duras? Não têm problema.","Послушай эксперта по пряничным человечкам: тянучки есть не стоит._Мне этот совет один зубной врач дал сто лет назад. А вот леденцы — другой разговор.",,"laugh"
"Aloys_interaction_F5_ChristmasGingerbread_2","Será que um dia a gente faz um design mais moderno, tipo meio do século, ou sempre vai ser essa fofurice? É sempre fofo, o que é, tipo… fofo.","245","26","不知道我们有没有机会整一回中世纪现代风，不然要每年都可爱风？虽然嘛……可爱也不是坏事。","たまにはミッドセンチュリーの家を作ったっていいだろ？ なんで毎年メルヘンなんだよ？ まあ、かわいいって言えば、かわいいけど…","진저브레드 하우스의 인테리어 디자인이 미드-센츄리 모던 스타일로 넘어갈까, 아니면 계속 깜찍한 디자인으로 남게 될까? 보통 진저브레드 하우스는 깜찍이잖아 . . . 그니까 귀여운 스타일 말야.","Je me demande si notre maison en pain d'épices pourrait adopter un style plus moderne façon <nobr>années 50</nobr>, ou si on restera toujours sur une architecture aussi plan-plan…",,"Ob wir wohl je ein modernes skandinavisches Design wagen? Oder bleiben wir beim Kitsch? Meistens ist es kitschig, <nobr>aber …</nobr> Na ja, schon irgendwie süß.","Será que um dia a gente faz um design mais moderno, tipo meio do século, ou sempre vai ser essa fofurice? É sempre fofo, o que é, tipo… fofo.","Досадно, что все забыли про модерн середины столетия. Вечно им подавай всякие милые штуки…",,
"Aloys_interaction_F5_ChristmasGingerbread_3",,"245",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"103_Hasel",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"F1_Spring Harvest",,,,,,,,,,,,,
,,,,,,,,,,,,,
